,file,L,a,b
0,tile-images/11282781_107601682906321_284282954_n.png,57.39134850846631,6.97894678659465,-11.204250428367356
1,tile-images/30079464_435691103535567_2761379614428233728_n.png,38.03727803718519,5.164627950883072,7.879131809439437
2,tile-images/29737235_1966892993627275_6167046783303155712_n.png,35.03527444519203,4.438327832336856,2.257124326710164
3,tile-images/11236335_588001668004830_13209147_n.png,70.67025692926696,-6.640221939524505,12.495198672977171
4,tile-images/38678725_277911056143429_8606596771595943936_n.png,46.02116440746135,1.8923428386131373,0.24280595845991532
5,tile-images/22639164_125039084828596_5001082330601750528_n.png,45.20819928268351,3.5983453455010186,13.454711819760387
6,tile-images/38220207_305272750242445_8507116683251417088_n.png,34.59525931249325,5.151262748188034,10.765083515347484
7,tile-images/11246751_386078211580622_2083207371_n.png,49.52293732454657,11.220630361464575,11.85587970863847
8,tile-images/11417354_845548778814047_1566674791_n.png,69.02607953844736,5.677531510005613,17.51885612462503
9,tile-images/31493309_1953060861673808_3486751018937483264_n.png,45.57400447061835,1.5251836277505815,7.931966694262119
10,tile-images/30602233_175300876455361_9055002700306972672_n.png,54.05162895455301,9.127440131678133,11.997357750386088
11,tile-images/21147276_314067585725680_493994502592135168_n.png,49.07536799878835,1.4824387277601057,13.258281500061619
12,tile-images/28763506_360346081115664_4058549408147439616_n.png,61.45737191211164,0.09234964832874326,-3.304012520904375
13,tile-images/11910412_757799207699965_1607671499_n.png,82.00129688183688,0.4719337724095849,-3.7467598278443406
14,tile-images/924849_961171243949976_899310604_n.png,55.93997652761988,6.4564036847513755,5.529733411591057
15,tile-images/11264670_1612687305663382_40343395_n.png,82.41805975787074,0.5163251791197239,-3.762540190397108
16,tile-images/11910297_1616101335319450_1522278381_n.png,40.7062967220224,4.04345059220879,4.648167719851744
17,tile-images/11192834_418769864963224_2060342568_n.png,49.39659677437327,9.421057497574582,11.33080975550596
18,tile-images/27881529_796941660489618_675076087637606400_n.png,34.909694450571834,2.0828384491204304,3.027301253131144
19,tile-images/927447_259687470868691_2035903376_n.png,52.43700885351218,-0.3523458882558139,12.46556965351524
20,tile-images/44692927_2155790241111741_5420450444540720774_n.png,44.46102167600202,7.548447221405771,-3.9884844004509294
21,tile-images/42949592_2213150335674617_2457019004528904285_n.png,41.45197089321101,2.3542102187491136,3.6861449838340223
22,tile-images/21480422_209763126226261_5107499297935458304_n.png,26.92047537893563,4.26305239553891,-9.643585270288458
23,tile-images/26863303_573806669633595_6473871657722183680_n.png,38.69320186292414,-3.2267915598889165,-2.1722905248165087
24,tile-images/11419128_1623892391215695_1147703413_n.png,41.162594204088734,11.158604959751699,3.2810046396965684
25,tile-images/917037_1500587793583844_407241692_n.png,48.91198820152823,2.8795214325416922,-2.589369543753534
26,tile-images/36582296_459559244455509_5026959688948776960_n.png,45.489937506009746,1.81495258627719,0.8019152073174913
27,tile-images/31384620_906303489549952_4827515684193828864_n.png,28.3181382067988,-2.0300139530501666,20.688678038162795
28,tile-images/43496157_688674891504806_7523431462991886593_n.png,36.425879626470746,12.21038626138293,-2.4299481239131016
29,tile-images/11887095_1667804350106573_561734514_n.png,48.048276294720424,11.214112320546278,-12.140427454590938
30,tile-images/31165832_558491121290347_1673432246226255872_n.png,88.65279294894636,8.629838399332856,2.7745063035737076
31,tile-images/22430494_287130658446758_1456439151128739840_n.png,44.51540367917935,1.2170538309718792,9.80304622842185
32,tile-images/11849457_388738974669558_587040236_n.png,54.9548608467957,0.5642232139040171,16.33966743402042
33,tile-images/28428911_2317288801622605_2695948884345094144_n.png,13.381560753582118,5.5075185129654916,3.355954584692501
34,tile-images/28153680_537046753361213_8747553084240035840_n.png,55.428949330130145,-10.175037811271183,-0.2718070912227557
35,tile-images/11418997_1855960094629258_658003818_n.png,55.614312852364584,7.341427383015134,6.488165170190534
36,tile-images/31846899_440644676387778_5538970574325284864_n.png,59.45624271158483,9.173787059835494,5.324423155056589
37,tile-images/11821296_861348980580852_1317346894_n.png,44.195660006803024,6.198315367903542,4.199864003444597
38,tile-images/26867799_1600055240083651_2194497107346325504_n.png,33.39625359106769,4.202514191731198,2.7605643187522384
39,tile-images/31920873_172068406791284_7323199593670246400_n.png,43.07853253250667,14.628632162378022,3.525285950296975
40,tile-images/36787976_423213004851443_4817552820355989504_n.png,22.335917323170616,11.899575881567673,5.653913431158729
41,tile-images/28158248_1207144549420153_9112733211158380544_n.png,52.093098396500125,0.6835460779649254,1.503071761922881
42,tile-images/11356853_102434600095824_1840232168_n.png,45.525773681942376,6.769578982988602,10.88647235190467
43,tile-images/25036502_877831489044730_8855758265502400512_n.png,48.70042547658263,-0.5273991191085414,0.4554908522698108
44,tile-images/11910306_1472854409685929_35362102_n.png,42.28259572352693,14.222530852377842,-2.645606382581187
45,tile-images/26866131_257281828143181_1422418521903595520_n.png,35.651465895569274,3.891092805146452,8.720190344555332
46,tile-images/36765456_246399195967878_7267495121971576832_n.png,57.42492337221018,-10.764092325211598,1.5623062101307812
47,tile-images/11236088_688996214577530_365211189_n.png,47.539890090524686,9.014911859217463,3.096988407910105
48,tile-images/11203197_103691293298304_1032383684_n.png,37.3753926738876,3.9617235071439887,-7.652482158158769
49,tile-images/11241528_1064464436901488_859213628_n.png,51.72609586819069,3.066648060826265,-2.382533905921764
50,tile-images/28765514_154661865233440_2404474034063409152_n.png,33.262442810296335,8.210469260960789,2.778828839899891
51,tile-images/30947214_1642135345907847_1260350473609674752_n.png,31.600832901994234,-0.4405219600794799,0.9803273350176629
52,tile-images/24327419_376779279402069_106668854280716288_n.png,34.01710810060075,2.7688746217841493,7.235974044908529
